Column,Trip Start,Trip End,# of Days,Trip Year,Year but text,Traveler,Member,Party,State / District,Destination,Destination Cleaned,Country Cleaned,Country Cleaner,Count,Column,Column2,Filing Type,Israel?,Palestine?
19,6/16/11,6/18/11,2,2011,2011,David B. McKinley,David McKinley,R,WV-1,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
16,6/21/11,6/22/11,1,2011,2011,Maximiliano Trujillo,"Velazquez, Nydia M.",,NY-0,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
2,6/28/11,6/28/11,0,2011,2011,Mathew Weidinger,Dave Camp,R,MI-4,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
39,7/1/11,7/1/11,0,2011,2011,Steve Pearce,Steve Pearce,R,NM-2,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
46,6/30/11,7/1/11,1,2011,2011,Barbara Lee,"Lee, Barbara",,CA-0,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
43,6/26/11,7/1/11,5,2011,2011,Phil Gingrey,Phil Gingrey,R,GA-11,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
36,7/1/11,7/2/11,1,2011,2011,Jim McDermott,Jim McDermott,D,WA-7,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
13,6/25/11,7/3/11,8,2011,2011,Casey Kustin,Ted Deutch,D,FL-19,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
17,6/25/11,7/3/11,8,2011,2011,Jessica Elledge,Christopher S. Murphy,D,CT-5,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
27,6/25/11,7/3/11,8,2011,2011,Jeffrey Vanderslice,"Rohrabacher, Dana",,CA-0,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
21,6/25/11,7/3/11,8,2011,2011,Casey Kustin,Ted Deutch,D,FL-19,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
5,7/10/11,7/11/11,1,2011,2011,George Miller,"Miller, George",,CA-0,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
3,7/15/11,7/16/11,1,2011,2011,Kelsey Mishkin,"Grijalva, Raúl M.",,AZ-0,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
4,7/15/11,7/16/11,1,2011,2011,Raul M. Grijalva,"Grijalva, Raúl M.",,AZ-0,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
2,7/15/11,7/18/11,3,2011,2011,Chaka Fattah,Chaka Fattah,D,PA-2,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
1,7/18/11,7/20/11,2,2011,2011,Elizabeth King,Chaka Fattah,D,PA-2,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
45,7/22/11,7/23/11,1,2011,2011,Gus Bilirakis,Gus Bilirakis,R,FL-9,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
11,7/24/11,7/25/11,1,2011,2011,Corrine Brown,"Brown, Corrine",,FL-0,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
12,7/24/11,7/25/11,1,2011,2011,Gene Green,Gene Green,D,TX-29,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
10,7/27/11,7/29/11,2,2011,2011,Helen Mitchell,Danny K. Davis,D,IL-7,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
1,8/4/11,8/5/11,1,2011,2011,David Richmond,Eni F. H. Faleomavaega,D,AS,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
49,8/4/11,8/5/11,1,2011,2011,Maggie Seidel,Louie Gohmert,R,TX-1,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
0,8/4/11,8/5/11,1,2011,2011,Michael Shank,"Honda, Michael M.",,CA-0,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
48,8/4/11,8/6/11,2,2011,2011,Anne Hughes,James P. Moran,D,VA-8,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
47,8/9/11,8/9/11,0,2011,2011,David Redl,Fred Upton,R,MI-6,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
45,8/10/11,8/11/11,1,2011,2011,James E. Clyburn,James E. Clyburn,D,SC-6,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
46,8/9/11,8/11/11,2,2011,2011,Gary L. Ackerman,Gary L. Ackerman,D,NY-5,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
31,8/7/11,8/13/11,6,2011,2011,John Garamendi,"Garamendi, John",,CA-0,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
30,8/11/11,8/13/11,2,2011,2011,Laura Richardson,Laura Richardson,D,CA-37,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
12,8/13/11,8/14/11,1,2011,2011,Donna F. Edwards,Donna Edwards,D,MD-4,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
6,8/11/11,8/14/11,3,2011,2011,Cedric Richmond,Cedric Richmond,D,LA-2,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
10,8/11/11,8/14/11,3,2011,2011,Emanuel Cleaver,Emanuel Cleaver II,D,MO-5,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
18,8/11/11,8/14/11,3,2011,2011,Sanford Bishop,Sanford D. Bishop Jr.,D,GA-2,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
22,8/11/11,8/14/11,3,2011,2011,Cedric Richmond,Cedric Richmond,D,LA-2,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
26,8/5/11,8/15/11,10,2011,2011,Adam Smith,Adam Smith,D,WA-9,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
25,8/15/11,8/16/11,1,2011,2011,John V. Sullivan,John A. Boehner,R,OH-8,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
15,8/15/11,8/17/11,2,2011,2011,Zach Butterworth,Cedric Richmond,D,LA-2,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
17,8/15/11,8/17/11,2,2011,2011,John Marshall,Bobby L. Rush,D,IL-1,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
22,8/15/11,8/17/11,2,2011,2011,Matthew B. Kellogg,"Reed, Tom",,NY-0,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
46,8/15/11,8/18/11,3,2011,2011,Emily B. Clark,"Latham, Tom",,IA-0,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
40,8/17/11,8/18/11,1,2011,2011,Emanuel Cleaver,Emanuel Cleaver II,D,MO-5,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
41,8/17/11,8/18/11,1,2011,2011,Donna F. Edwards,Donna Edwards,D,MD-4,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
34,8/16/11,8/19/11,3,2011,2011,Bruce C. Wolpe,"Waxman, Henry A.",,CA-0,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
30,8/16/11,8/21/11,5,2011,2011,(Dayne) Donald Cutrell,Scott DesJarlais,R,TN-4,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
22,8/13/11,8/21/11,8,2011,2011,Jeff Denham,"Denham, Jeff",,CA-0,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
35,8/13/11,8/21/11,8,2011,2011,"Andy Harris, M.D.",Andy Harris,R,MD-1,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
41,8/13/11,8/21/11,8,2011,2011,Steve Southerland II,Steve Southerland,R,FL-2,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
16,8/21/11,8/23/11,2,2011,2011,Neil Fried,Fred Upton,R,MI-6,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
17,8/21/11,8/23/11,2,2011,2011,Kevin E. Gronberg,Peter T. King,R,NY-2,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
48,8/23/11,8/24/11,1,2011,2011,Kara Marchione,"Miller, George",,CA-0,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
49,8/23/11,8/24/11,1,2011,2011,Jamie Fasteau,"Miller, George",,CA-0,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
0,8/22/11,8/24/11,2,2011,2011,Warren Tryon,Spencer Bachus,R,AL-6,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
1,8/22/11,8/24/11,2,2011,2011,Lakecia N. Foster,Melvin Watt,D,NC-12,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
2,8/22/11,8/24/11,2,2011,2011,Amanda Fischer,"Waters, Maxine",,CA-0,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
3,8/22/11,8/24/11,2,2011,2011,Matt Weiner,"Waxman, Henry A.",,CA-0,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
4,8/22/11,8/24/11,2,2011,2011,Milan Dalal,"Meeks, Gregory W.",,NY-0,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
7,8/22/11,8/24/11,2,2011,2011,Geoffrey W. S. Okamoto,"Campbell, John",,CA-0,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
9,8/22/11,8/24/11,2,2011,2011,Justin Kissinger,Shelley Berkley,D,NV-1,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
8,8/22/11,8/24/11,2,2011,2011,Eduardo Lerma,"Sanchez, Loretta",,CA-0,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
10,8/21/11,8/24/11,3,2011,2011,Glen Downs,Walter B. Jones,R,NC-3,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
11,8/22/11,8/24/11,2,2011,2011,Jamie E. Lizarraga,"Pelosi, Nancy",,CA-0,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
36,8/24/11,8/25/11,1,2011,2011,Elijah E. Cummings,Elijah E. Cummings,D,MD-7,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
37,8/24/11,8/25/11,1,2011,2011,Elijah E. Cummings,Elijah E. Cummings,D,MD-7,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
39,8/24/11,8/25/11,1,2011,2011,Elijah E. Cummings,Elijah E. Cummings,D,MD-7,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
38,8/22/11,8/25/11,3,2011,2011,Gisele Roget,Spencer Bachus,R,AL-6,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
21,8/26/11,8/26/11,0,2011,2011,Andrew P. Zach,Ralph M. Hall,R,TX-4,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
22,8/26/11,8/26/11,0,2011,2011,Patricia Russell,"Israel, Steve",,NY-0,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
26,8/26/11,8/26/11,0,2011,2011,Jetta Wong,Eddie Bernice Johnson,D,TX-30,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
27,8/26/11,8/26/11,0,2011,2011,Christopher J. King,Eddie Bernice Johnson,D,TX-30,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
35,8/26/11,8/26/11,0,2011,2011,"David B. McKinley, P.E.",David McKinley,R,WV-1,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
41,8/20/11,8/28/11,8,2011,2011,Austin Scott,Austin Scott,R,GA-8,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
28,8/20/11,8/29/11,9,2011,2011,Steven M. Palazzo,Steven Palazzo,R,MS-4,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
36,8/20/11,8/29/11,9,2011,2011,Steven Palazzo,Steven Palazzo,R,MS-4,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
15,8/30/11,8/31/11,1,2011,2011,Irene Lin,Betty McCollum,D,MN-4,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
16,8/30/11,8/31/11,1,2011,2011,Elizabeth Weck Darnall,"Maloney, Carolyn B.",,NY-0,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
34,9/2/11,9/4/11,2,2011,2011,Allison Hines,Christopher H. Smith,R,NJ-4,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
38,9/2/11,9/4/11,2,2011,2011,Katherine Haley,John A. Boehner,R,OH-8,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Amendment,0,0
39,9/2/11,9/4/11,2,2011,2011,Nicole Gustafson,Eric Cantor,R,VA-7,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
47,9/2/11,9/4/11,2,2011,2011,Stephanie Hammond,"Franks, Trent",,AZ-0,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
44,9/2/11,9/4/11,2,2011,2011,Gabe Neville,Joe Pitts,R,PA-16,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
27,9/8/11,9/9/11,1,2011,2011,Jamil Jaffer,Mike D. Rogers,R,AL-3,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
25,9/9/11,9/10/11,1,2011,2011,Jerr Rosenbaum,Robert Hurt,R,VA-5,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
26,9/9/11,9/10/11,1,2011,2011,James Brandell,Dave Camp,R,MI-4,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
21,9/9/11,9/11/11,2,2011,2011,Patrick Lyden,Michael G. Fitzpatrick,R,PA-8,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
22,9/9/11,9/11/11,2,2011,2011,Brian Schubert,Pat Meehan,R,PA-7,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
23,9/9/11,9/11/11,2,2011,2011,John Traub,Dave Camp,R,MI-4,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
24,9/9/11,9/11/11,2,2011,2011,James Todd Mitchell,Leonard Lance,R,NJ-7,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
11,9/22/11,9/23/11,1,2011,2011,Andrew Clark Adair,Jim McDermott,D,WA-7,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
8,9/25/11,9/27/11,2,2011,2011,Caleb L. Gilchrist,Danny K. Davis,D,IL-7,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
6,9/28/11,9/28/11,0,2011,2011,Jocelyn M. Griffin,Hank Johnson,D,GA-4,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
7,9/28/11,9/28/11,0,2011,2011,Jocelyn M. Griffin,Hank Johnson,D,GA-4,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
42,9/28/11,10/2/11,4,2011,2011,Sean Dillon,Jerry Lewis,R,CA-41,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
39,9/29/11,10/3/11,4,2011,2011,Tim Ryan,"Ryan, Tim",,OH-0,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
36,10/6/11,10/6/11,0,2011,2011,Earl Blumenauer,Earl Blumenauer,D,OR-3,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
35,10/6/11,10/7/11,1,2011,2011,Barney Frank,Barney Frank,D,MA-4,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
30,10/9/11,10/10/11,1,2011,2011,Allen H. Simpson,Mick Mulvaney,R,SC-5,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Amendment,0,0
31,10/9/11,10/10/11,1,2011,2011,Mick Mulvaney,Mick Mulvaney,R,SC-5,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
28,10/13/11,10/15/11,2,2011,2011,Diana L. Ohlbaum,Howard L. Berman,D,CA-28,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
29,10/15/11,10/15/11,0,2011,2011,Jonathan Nabavi,Steve King,R,IA-4,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
12,10/15/11,10/16/11,1,2011,2011,Robert B. Lawrence,David Dreier,R,CA-26,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
13,10/15/11,10/16/11,1,2011,2011,Hera A. Abbasi,Gerald E. Connolly,D,VA-11,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
14,10/15/11,10/16/11,1,2011,2011,Valentina J. Valenta,Rob Woodall,R,GA-7,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
15,10/15/11,10/16/11,1,2011,2011,Alexandra Brunory,Tom Price,R,GA-6,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
16,10/15/11,10/16/11,1,2011,2011,Christopher J. Perry,Howard P. McKeon,R,CA-25,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
17,10/15/11,10/16/11,1,2011,2011,Jennifer Barnes,Bobby Schilling,R,IL-17,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
18,10/15/11,10/16/11,1,2011,2011,Jean Roehrenbeck,Mike Doyle,D,PA-0,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
19,10/15/11,10/16/11,1,2011,2011,Jessica Lemos,David Cicilline,D,RI-1,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
20,10/15/11,10/16/11,1,2011,2011,Matthew Henken,Ed Perlmutter,D,CO-7,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
21,10/15/11,10/16/11,1,2011,2011,Nina Besser,Jan Schakowsky,D,IL-9,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
22,10/15/11,10/16/11,1,2011,2011,Sergio Rodriguera Jr.,Eric Cantor,R,VA-7,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
23,10/15/11,10/16/11,1,2011,2011,Jonathan Moore,Steven R. Rothman,D,NJ-9,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
24,10/15/11,10/16/11,1,2011,2011,Kenya W. Handy,Yvette D. Clarke,D,NY-11,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
25,10/15/11,10/16/11,1,2011,2011,John Van Etten,Nan Hayworth,R,NY-19,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
26,10/15/11,10/16/11,1,2011,2011,Robert Whitney,Jim McDermott,D,WA-7,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
27,10/15/11,10/16/11,1,2011,2011,Valentina J. Valenta,Rob Woodall,R,GA-7,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
10,10/16/11,10/17/11,1,2011,2011,Russ Carnahan,Russ Carnahan,D,MO-3,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
9,10/16/11,10/18/11,2,2011,2011,John A. Lawrence,"Pelosi, Nancy",,CA-0,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
5,10/16/11,10/18/11,2,2011,2011,Jeremy Marcus,Russ Carnahan,D,MO-3,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
8,10/16/11,10/18/11,2,2011,2011,Mischa Fisher,Randy Hultgren,R,IL-14,"Williamsburg, VA",Williamsburg, VA,USA,3,,,Original,0,0
1,10/16/11,10/18/11,2,2011,2011,Emma Glidden-Lyon,Michael H. Michaud,D,ME-2,"Williamsbuurg, VA",Williamsbuurg, VA,USA,3,,,Original,0,0
2,10/16/11,10/18/11,2,2011,2011,Jacki Pick,"Franks, Trent",,AZ-0,"Willimsburg, VA",Willimsburg, VA,USA,3,,,Original,0,0
3,10/16/11,10/18/11,2,2011,2011,Holt Lackey,Lamar Smith,R,TX-21,"Charlottesville, VA",Charlottesville, VA,USA,3,,,Original,0,0
4,10/16/11,10/18/11,2,2011,2011,Paul Taylor,Lamar Smith,R,TX-21,"Warrenton, VA",Warrenton, VA,USA,3,,,Original,0,0
7,10/16/11,10/18/11,2,2011,2011,Branden Ritchie,Robert W. Goodlatte,R,VA-6,"Warrenton, VA",Warrenton, VA,USA,3,,,Original,0,0
47,10/15/11,10/19/11,4,2011,2011,Randall M. Hultgren,Randy Hultgren,R,IL-14,"Warrenton, VA",Warrenton, VA,USA,3,,,Original,0,0
43,10/19/11,10/20/11,1,2011,2011,John Lewis,John Lewis,D,GA-5,"Warrenton, VA",Warrenton, VA,USA,3,,,Original,0,0
44,10/19/11,10/20/11,1,2011,2011,Michael Collins,John Lewis,D,GA-5,"Warrenton, VA",Warrenton, VA,USA,3,,,Original,0,0
2,10/20/11,10/21/11,1,2011,2011,Maxine Waters,"Waters, Maxine",,CA-0,"Warrenton, VA",Warrenton, VA,USA,3,,,Original,0,0
15,10/20/11,10/22/11,2,2011,2011,Brooks W. Banton,Cedric Richmond,D,LA-2,"Warrenton, VA",Warrenton, VA,USA,3,,,Original,0,0
22,10/20/11,10/22/11,2,2011,2011,Greg Ridenour,"Kinzinger, Adam",,IL-0,"Warrenton, VA",Warrenton, VA,USA,3,,,Original,0,0
23,10/20/11,10/22/11,2,2011,2011,David Pulliam,Bill Cassidy,R,LA-6,"Warrenton, VA",Warrenton, VA,USA,3,,,Original,0,0
25,10/20/11,10/22/11,2,2011,2011,Katy Siddall,Leonard L. Boswell,D,IA-3,"Warrenton, VA",Warrenton, VA,USA,3,,,Original,0,0
47,10/20/11,10/22/11,2,2011,2011,Peter H. Chandler,Michael H. Michaud,D,ME-2,"Warrenton, VA",Warrenton, VA,USA,3,,,Original,0,0
24,10/20/11,10/22/11,2,2011,2011,David Pulliam,Bill Cassidy,R,LA-6,"Warrenton, VA",Warrenton, VA,USA,3,,,Original,0,0
5,10/18/11,10/24/11,6,2011,2011,Brett Horton,Steve Scalise,R,LA-1,"Warrenton, VA",Warrenton, VA,USA,3,,,Original,0,0
9,10/20/11,10/24/11,4,2011,2011,Ashlee Cannatella,Bill Cassidy,R,LA-6,"Warrenton, VA",Warrenton, VA,USA,3,,,Original,0,0
6,10/18/11,10/24/11,6,2011,2011,Brett Horton,Steve Scalise,R,LA-1,"Warrenton, VA",Warrenton, VA,USA,3,,,Original,0,0
10,10/20/11,10/24/11,4,2011,2011,Ashlee Cannatella,Bill Cassidy,R,LA-6,"Warrenton, VA",Warrenton, VA,USA,3,,,Original,0,0
2,10/24/11,10/25/11,1,2011,2011,Gideon Bragin,"Honda, Michael M.",,CA-0,"Warrenton, VA",Warrenton, VA,USA,3,,,Original,0,0
48,10/24/11,10/25/11,1,2011,2011,Richard Markowitz,Tom Petri,R,WI-6,"Warrenton, VA",Warrenton, VA,USA,3,,,Original,0,0
49,10/24/11,10/25/11,1,2011,2011,Chris Gaston,Rush Holt,D,NJ-12,"Warrenton, VA",Warrenton, VA,USA,3,,,Original,0,0
47,10/27/11,10/28/11,1,2011,2011,Gordon M. Clay,Dave Camp,R,MI-4,"Middleburg, VA",Middleburg, VA,USA,3,,,Original,0,0
43,10/28/11,10/30/11,2,2011,2011,Johann Welby Leaman,Dave Camp,R,MI-4,"Middleburg, VA",Middleburg, VA,USA,3,,,Original,0,0
36,11/2/11,11/3/11,1,2011,2011,Timothy Dowd,Dave Camp,R,MI-4,"Middleburg, VA",Middleburg, VA,USA,3,,,Original,0,0
33,11/4/11,11/5/11,1,2011,2011,Gene Kim,"Chu, Judy",D,CA-32,"Middleburg, VA",Middleburg, VA,USA,3,,,Original,0,0
34,11/4/11,11/5/11,1,2011,2011,Krystal Kaai,"Chu, Judy",D,CA-32,"Middleburg, VA",Middleburg, VA,USA,3,,,Original,0,0
35,11/4/11,11/5/11,1,2011,2011,Judy Chu,"Chu, Judy",D,CA-32,"Middleburg, VA",Middleburg, VA,USA,3,,,Original,0,0
44,11/6/11,11/7/11,1,2011,2011,Kimble Ratliff,Spencer Bachus,R,AL-6,"Middleburg, VA",Middleburg, VA,USA,3,,,Original,0,0
48,11/6/11,11/7/11,1,2011,2011,Brian Werstler,Jim Renacci,R,OH-16,"Middleburg, VA",Middleburg, VA,USA,3,,,Original,0,0
4,11/7/11,11/7/11,0,2011,2011,Warren Tryon,Spencer Bachus,R,AL-6,"Middleburg, VA",Middleburg, VA,USA,3,,,Original,0,0
11,11/6/11,11/7/11,1,2011,2011,Lakecia Foster,Melvin Watt,D,NC-12,"Middleburg, VA",Middleburg, VA,USA,3,,,Amendment,0,0
13,11/6/11,11/7/11,1,2011,2011,Lakecia Foster,Melvin Watt,D,NC-12,"Middleburg, VA",Middleburg, VA,USA,3,,,Original,0,0
16,11/6/11,11/7/11,1,2011,2011,Corey Frayer,Brad Miller,D,NC-13,"Middleburg, VA",Middleburg, VA,USA,3,,,Amendment,0,0
3,11/7/11,11/7/11,0,2011,2011,Brett Loper,John A. Boehner,R,OH-8,"Middleburg, VA",Middleburg, VA,USA,3,,,Amendment,0,0
15,11/6/11,11/7/11,1,2011,2011,Danielle Gilbert,"Wasserman Schultz, Debbie",,FL-0,"Middleburg, VA",Middleburg, VA,USA,3,,,Amendment,0,0
2,11/7/11,11/7/11,0,2011,2011,Noah Marine,Ed Perlmutter,D,CO-7,"Middleburg, VA",Middleburg, VA,USA,3,,,Original,0,0
5,11/7/11,11/7/11,0,2011,2011,Erik Johnson,Randy Neugebauer,R,TX-19,"Middleburg, VA",Middleburg, VA,USA,3,,,Original,0,0
7,11/7/11,11/7/11,0,2011,2011,Jason Monroe Goggins,Spencer Bachus,R,AL-6,"Middleburg, VA",Middleburg, VA,USA,3,,,Original,0,0
9,11/7/11,11/7/11,0,2011,2011,Kristin Richardson,"Maloney, Carolyn B.",,NY-0,"Middleburg, VA",Middleburg, VA,USA,3,,,Original,0,0
14,11/7/11,11/7/11,0,2011,2011,Kyle Whatley,Michael G. Fitzpatrick,R,PA-8,"Middleburg, VA",Middleburg, VA,USA,3,,,Original,0,0
39,11/7/11,11/7/11,0,2011,2011,Kirsten Mork,Jeb Hensarling,R,TX-5,"Middleburg, VA",Middleburg, VA,USA,3,,,Original,0,0
40,11/7/11,11/7/11,0,2011,2011,"Kenneth George Leonczyk, Jr.",Spencer Bachus,R,AL-6,"Middleburg, VA",Middleburg, VA,USA,3,,,Original,0,0
41,11/7/11,11/7/11,0,2011,2011,Andrew Stevens,Gwen Moore,D,WI-4,"Middleburg, VA",Middleburg, VA,USA,3,,,Original,0,0
42,11/7/11,11/7/11,0,2011,2011,Geoffrey W. S. Okamoto,"Campbell, John",,CA-0,"Middleburg, VA",Middleburg, VA,USA,3,,,Original,0,0
45,11/7/11,11/7/11,0,2011,2011,R. John Vahey,Gary L. Ackerman,D,NY-5,"Middleburg, VA",Middleburg, VA,USA,3,,,Original,0,0
46,11/7/11,11/7/11,0,2011,2011,Noelle Melton,"Capuano, Michael",,MA-0,"Middleburg, VA",Middleburg, VA,USA,3,,,Original,0,0
47,11/7/11,11/7/11,0,2011,2011,Bryan Alexander Wood,Robert Hurt,R,VA-5,"Middleburg, VA",Middleburg, VA,USA,3,,,Original,0,0
49,11/7/11,11/7/11,0,2011,2011,Bryan Blom,Sean Duffy,R,WI-7,"Middleburg, VA",Middleburg, VA,USA,3,,,Original,0,0
0,11/7/11,11/7/11,0,2011,2011,Marliss McManus,Bill Huizenga,R,MI-2,"Middleburg, VA",Middleburg, VA,USA,3,,,Amendment,0,0
